Frequency (Hz),Amplitude (dB¦ÌV)
30000000.0,5.070992272789111
30485000.0,4.839352667346924
30970000.0,4.3423538136054365
31455000.0,5.186905329931964
31940000.0,5.518539199999992
32425000.0,5.197303721768707
32910000.0,4.882392537414971
33395000.0,5.421152759863964
33880000.0,5.481727299999991
34365000.0,4.456726827891147
34850000.0,5.5242535999999856
35335000.0,4.923672229931985
35820000.0,5.491581950340123
36305000.0,5.122968555782305
36790000.0,5.347152400000018
37275000.0,7.112569254421754
37760000.0,4.38411833197278
38245000.0,7.3551023
38730000.0,6.725829800000015
39215000.0,5.242830017687081
39700000.0,4.988475140136061
40185000.0,5.484465150340135
40670000.0,4.917821308163276
41155000.0,7.384994200000018
41640000.0,6.102996599999989
42125000.0,5.718864199999992
42610000.0,4.221061267346934
43095000.0,4.843485008163249
43580000.0,4.035013389795913
44065000.0,5.735797753741488
44550000.0,4.909095500000004
45035000.0,5.259315199999984
45520000.0,6.273467699999993
46005000.0,5.214938570748301
46490000.0,5.202048999999991
46975000.0,4.721694699999985
47460000.0,4.3409497000000075
47945000.0,5.524683187755094
48430000.0,5.060275283673463
48915000.0,4.301700157142866
49400000.0,5.737739300000011
49885000.0,5.7534152061224315
50370000.0,6.420245310204084
50855000.0,5.082170778911562
51340000.0,4.649209521088433
51825000.0,6.169189200000004
52310000.0,4.499152706122445
52795000.0,7.98011922653061
53280000.0,5.2110059000000035
53765000.0,5.685149900000021
54250000.0,5.653925276190468
54735000.0,6.743980100000018
55220000.0,5.522491199999993
55705000.0,4.352916214285707
56190000.0,6.9104000999999755
56675000.0,6.090743699999988
57160000.0,5.722480499999988
57645000.0,5.729247800000019
58130000.0,4.955581502040812
58615000.0,5.298965199999999
59100000.0,6.767165900000007
59585000.0,6.069723834693889
60070000.0,6.069343300000011
60555000.0,5.55593162448979
61040000.0,5.242414938775502
61525000.0,5.2369419931972745
62010000.0,5.102810999319732
62495000.0,6.216148100000023
62980000.0,5.544684574149639
63465000.0,5.731287392517014
63950000.0,5.422168704761895
64435000.0,4.866719731972794
64920000.0,5.145340951020427
65405000.0,5.369895700000002
65890000.0,7.014112640136064
66375000.0,6.7232239612245
66860000.0,5.557667034693891
67345000.0,6.3125760000000115
67830000.0,5.463635683673475
68315000.0,6.263793699999981
68800000.0,6.0134338884353555
69285000.0,7.499351199999993
69770000.0,4.906097100000008
70255000.0,5.129148200680265
70740000.0,5.034469117006799
71225000.0,5.320280253061219
71710000.0,5.808837726530615
72195000.0,6.267199624489806
72680000.0,5.876796642857124
73165000.0,6.766166399999982
73650000.0,6.247016600000021
74135000.0,6.047333557142841
74620000.0,4.3292351632653014
75105000.0,6.848357899999997
75590000.0,7.45792359999998
76075000.0,6.411506400000007
76560000.0,5.856644644217678
77045000.0,5.744317400680283
77530000.0,5.895587217687075
78015000.0,6.49720409319727
78500000.0,6.689941100000026
78985000.0,6.487418899999989
79470000.0,7.6207577999999945
79955000.0,6.28670192585036
80440000.0,5.834372560544194
80925000.0,5.7208706999999865
81410000.0,7.402343500000002
81895000.0,6.5831221653061025
82380000.0,5.96467269795918
82865000.0,5.830627404081655
83350000.0,6.614776300000011
83835000.0,6.774139099999983
84320000.0,6.413677839455775
84805000.0,6.565871106802731
85290000.0,6.140758787755077
85775000.0,6.9945295000000005
86260000.0,5.970019712925179
86745000.0,6.09530610000001
87230000.0,5.215344829931977
87715000.0,7.051781736734706
88200000.0,5.449804077551011
88685000.0,6.663695999999983
89170000.0,6.181923146938776
89655000.0,8.48744939999999
90140000.0,7.261703200000029
90625000.0,8.740424800000023
91110000.0,7.067217788435386
91595000.0,6.292282246938793
92080000.0,7.211535214285734
92565000.0,5.597863095918382
93050000.0,7.05052920000002
93535000.0,6.783675900000021
94020000.0,6.154072683673475
94505000.0,6.626090699999987
94990000.0,7.483276229931944
95475000.0,7.13482984285716
95960000.0,6.184989699999986
96445000.0,8.553229999999987
96930000.0,6.840598799999979
97415000.0,6.742346175510194
97900000.0,7.818702399999993
